epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.3233301043510437,2.846059799194336,0.001,0.3888888955116272,3.27006196975708
1,0.40948691964149475,2.3868398666381836,0.001,0.5227272510528564,2.1295392513275146
2,0.43949660658836365,2.1797380447387695,0.001,0.46717172861099243,2.3210744857788086
3,0.4820910096168518,2.0272440910339355,0.001,0.3358585834503174,2.41919207572937
4,0.4801549017429352,1.9567663669586182,0.001,0.6666666865348816,1.4428428411483765
5,0.49951598048210144,1.892991065979004,0.001,0.5858585834503174,1.4818251132965088
6,0.49854791164398193,1.8217469453811646,0.001,0.6717171669006348,1.3179467916488647
7,0.5285575985908508,1.7344673871994019,0.001,0.5202020406723022,1.6531503200531006
8,0.5440464615821838,1.647795557975769,0.001,0.6262626051902771,1.3107976913452148
9,0.5091965198516846,1.686319351196289,0.001,0.4595959484577179,2.179457187652588
10,0.5740561485290527,1.521366000175476,0.001,0.5176767706871033,1.6580233573913574
11,0.5479186773300171,1.6117448806762695,0.001,0.6843434572219849,1.1596473455429077
12,0.5285575985908508,1.642481803894043,0.001,0.691919207572937,1.1942540407180786
13,0.5527589321136475,1.573791265487671,0.001,0.5631313323974609,1.513326644897461
14,0.5682477951049805,1.4748549461364746,0.001,0.5984848737716675,1.4272828102111816
15,0.5885769724845886,1.4422390460968018,0.001,0.5227272510528564,1.8270360231399536
16,0.5808325409889221,1.4976633787155151,0.001,0.6540403962135315,1.2386152744293213
17,0.6524685621261597,1.3180110454559326,0.000100000005,0.7651515007019043,0.9100643396377563
18,0.6592448949813843,1.2831140756607056,0.000100000005,0.7601010203361511,0.8725019693374634
19,0.65730881690979,1.240757703781128,0.000100000005,0.7828282713890076,0.8631304502487183
20,0.6902226805686951,1.1600536108016968,0.000100000005,0.8005050420761108,0.8636651635169983
21,0.6679574251174927,1.1862967014312744,0.000100000005,0.8005050420761108,0.8367822170257568
22,0.6795740723609924,1.1985843181610107,0.000100000005,0.8030303120613098,0.8241071701049805
23,0.6853823661804199,1.1514854431152344,0.000100000005,0.7904040217399597,0.8177108764648438
24,0.6902226805686951,1.1439193487167358,0.000100000005,0.8055555820465088,0.7998501062393188
