epoch,accuracy,loss,lr,val_accuracy,val_loss
74,0.7628267407417297,0.6095664501190186,5e-07,0.747474730014801,0.6778650283813477
75,0.7463697791099548,0.5900490283966064,5e-07,0.75,0.6704225540161133
76,0.782187819480896,0.5743604898452759,5e-07,0.7348484992980957,0.6944680213928223
77,0.7696030735969543,0.5883404612541199,5e-07,0.7424242496490479,0.6762808561325073
78,0.7734752893447876,0.5843813419342041,5e-07,0.7323232293128967,0.678648829460144
79,0.7579864263534546,0.5946184992790222,5e-07,0.7449495196342468,0.6892054677009583
80,0.7686350345611572,0.5805807113647461,5e-07,0.747474730014801,0.6846805810928345
81,0.7792836427688599,0.5850176811218262,5e-07,0.7424242496490479,0.6816219687461853
82,0.7560503482818604,0.5834484696388245,5e-07,0.7373737096786499,0.6989246606826782
83,0.7705711722373962,0.5924772024154663,5e-07,0.752525269985199,0.6681127548217773
84,0.7812197208404541,0.5835707187652588,5e-07,0.7323232293128967,0.6841743588447571
85,0.7783156037330627,0.5720527172088623,5e-07,0.7196969985961914,0.6926435232162476
86,0.7783156037330627,0.5749335885047913,5e-07,0.7323232293128967,0.7120616436004639
87,0.7734752893447876,0.5769612193107605,5e-07,0.7449495196342468,0.6798444986343384
88,0.7725072503089905,0.5757412910461426,5e-07,0.747474730014801,0.6633138656616211
89,0.7599225640296936,0.5739582777023315,5e-07,0.7424242496490479,0.6701053380966187
90,0.7637947797775269,0.5821943879127502,5e-07,0.75,0.6769425868988037
91,0.7850919365882874,0.5658140182495117,5e-07,0.752525269985199,0.6550955176353455
92,0.782187819480896,0.5689640045166016,5e-07,0.7449495196342468,0.6600289344787598
93,0.780251681804657,0.5793970823287964,5e-07,0.7601010203361511,0.6644009947776794
94,0.7783156037330627,0.5805596113204956,5e-07,0.747474730014801,0.6629002094268799
95,0.764762818813324,0.58710116147995,5e-07,0.7727272510528564,0.6511791348457336
96,0.7792836427688599,0.5656321048736572,5e-07,0.7449495196342468,0.699238121509552
97,0.7754114270210266,0.5705481767654419,5e-07,0.7601010203361511,0.6572011113166809
98,0.7783156037330627,0.5798873901367188,5e-07,0.747474730014801,0.6775317192077637
99,0.7783156037330627,0.5780358910560608,5e-07,0.7323232293128967,0.6823207139968872
